text,label
At this stage you are normally expected to experience grief when the main feeling is shock . ,sadness
@AaronCurry51  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
My day was good!,joy
Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road.,fear
 650 Yuan . ,neutral
 But Mom ! Today we ’ re playing football ! I love football ! ,sadness
"Getting terrible meals, but paying heaps for them.",anger
 I feel confused about the grammars . ,sadness
 Don ’ t touch that thermostat ! You don ’ t pay the bills around here ! ,anger
"In a very important basket-ball match where a lot was at stake, I played very badly.",anger
 Why ? ,neutral
"My grandmother died, and my mother called me one sunday morning in the Autumn.  The way my mother told me about it, I hated her at that moment.  She sounded as if she had been waiting for the death of my grandmother.  I had lost a person close to me.  I felt guilty too as I had been bad to my grandmother of late.  I had not remained calm when she no longer understood everything so well.",sadness
Hello ? ,neutral
 I'm sorry . I think we're out of this skirt in this color . Do you want me to call another one of our store to see if it's available there ? ,sadness
When I attended my cousin's 31st birthday.,joy
"Returning to the campuses in a state of excitement , they sensed victory over the authorities , but had to secure the release of their arrested colleagues . ",joy
 Whoa . ,neutral
" I don't care about that , Allen ! What did he steal ? That's the question ! ",anger
I spent a lovely relaxing evening with my boyfriend. We played games and talked all evening.,joy
"My dog of 16 and 1/2 years - \Lord Grey\"" died in his sleep - His death caused me more and deeper sadness than I thought.""",sadness
Everyone will be sad at their departure . ,sadness
"Recently a good friend only called me when he needed something. He never said \please\"" or \""thank you\"" or any other kind word.""",anger
 Of course . ,neutral
When I saw a few people beating a man who seemed to be a stranger.,anger
" Sorry , we ' re sold out right now.Please come back next week . ",sadness
 I have no reason to distrust him . He's never caused any harm . ,neutral
"Riot police were needed to quell pitch invasions. -- More than 200,000 ecstatic Leeds United fans took part in a carnival-style street party yesterday as their team paraded the League Championship trophy . ",joy
There is a mad boy in our village. This boy hit me with a raw paw-paw in the face.,anger
Receiving a letter form a girl that means a lot to me emotionally.,joy
"If , as she suspected , Elizabeth was miserable because of that dreary village sawbones , then it was dishonest and unlikeable of her to pretend that it was because of her sister-in-law . ",sadness
We grew more and more excited . ,joy
"In September 1984, I was forced to live with someone I did not like.  The first week we were at loggerheads and our conversation was like a debate.  The atmosphere was very bad.  When he learnt that I had got 95 marks in a test he told me \ A failure, You lost 5 marks.\""   I was very angry, not because my marks were lower than his, but because I could not tolerate his pride.  I did not show my discontentment and carried on doing my work.""",anger
 I will . ,neutral
Fear of the turn that the examination paper would take as I lacked confidence.,fear
 I had meetings back to back all morning . And phone rang off the hook from the minute I walked into the office . ,sadness
Faint annoyance began to show on Major Tzann 's face . ,anger
 Now . ,neutral
Polanski had received notices of similar disquiet over his films . ,fear
"I was hunting, and was lost in the fog in the mountains.",fear
Realizing that a friend had been talked into signing a certain contract.,anger
 I don't think you really want to hear about it . ,anger
@sachaLan Free Expression As Revolution ,fear
His face darkened with anger . ,anger
" If I hear "" Love Me Tender "" one more time , I think I'm going to go crazy ! ",anger
 It's very nice . ,joy
Courage is knowing what not to fear. - Plato   ,fear
 I suggest a walk over to the gym where we can play singsong and meet some of our friends . ,neutral
I've moved . ,neutral
I was with my girlfriend when some guys that I don't like made fuss at my girl.,anger
Always when I get separated from my friends and relatives from my home town.,sadness
" Hmm , that is bad . ",sadness
 I'll try . I'm under a lot of pressure right now . ,sadness
 Good idea . ,neutral
 Really ? Who made that rule up ? ,anger
Should I ask Sara to the party ? ,neutral
 We're sorry you have to leave . ,sadness
"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once.",anger
 I try to keep it to myself . But there is a lot of gossip about us . ,sadness
"When they phoned me from Great-Britain to tell me that I could go there, if I wished, in Summer.",joy
When a cousin of mine was discharged from the hospital after       a long illness.  I had thought that this illness would never end.,joy
"When I witnessed a bus accident in which a bus, full of passengers,  nearly overturned on the road ",fear
When my girlfriend became pregnant.,joy
When my best friend promised to come at my house and I had to prepare so many expensive things for her but only to learn at last that she would not turn up.,sadness
"Delighted at having gained his complete attention , Lori squirmed in her seat . ",joy
My examination results were not satisfactory even though I had tried my best.  Then I started wondering about my abilities for the major subject.  However I did not know how to choose my major subject if I were to change it.,sadness
